strain	originating_lab	submitting_lab	author
A/dairycattle/SouthDakota/24010354008/2024	United States Department Of Agriculture, Agricultural Research Service, National Animal Disease Center		Nguyen,T., Hutter,C., Markin,A., Thomas,M., Lantz,K., Killian,M.L., Janzen,G.M., Vijendran,S., Wagle,S., Inderski,B., Magstadt,D.R., Li,G., Diel,D.G., Frye,E.A., Dimitrov,K.M., Swinford,A.K., Thompson,A.C., Snevik,K.R., Suarez,D.L., Spackman,E., Lakin,S.M., C,S., Johnson,K.R., Baker,A.L., Robbe-Austerman,S., Torchetti,M.K.; Anderson,T.K.
A/dairycattle/SouthDakota/24010354005/2024	United States Department Of Agriculture, Agricultural Research Service, National Animal Disease Center		Nguyen,T., Hutter,C., Markin,A., Thomas,M., Lantz,K., Killian,M.L., Janzen,G.M., Vijendran,S., Wagle,S., Inderski,B., Magstadt,D.R., Li,G., Diel,D.G., Frye,E.A., Dimitrov,K.M., Swinford,A.K., Thompson,A.C., Snevik,K.R., Suarez,D.L., Spackman,E., Lakin,S.M., C,S., Johnson,K.R., Baker,A.L., Robbe-Austerman,S., Torchetti,M.K.; Anderson,T.K.
A/turkey/Minnesota/24010654003/2024	Usda, Aphis, Veterinary Services, Diagnostic Virology Laboratory, National Veterinary Services Laboratories		Aufderhar,M., Franzen,K., Killian,M., Lantz,K., Stuber,T., Hicks,J., Norris,C. and Lakin,S.
A/dairycattle/SouthDakota/24010354020/2024	United States Department Of Agriculture, Agricultural Research Service, National Animal Disease Center		Nguyen,T., Hutter,C., Markin,A., Thomas,M., Lantz,K., Killian,M.L., Janzen,G.M., Vijendran,S., Wagle,S., Inderski,B., Magstadt,D.R., Li,G., Diel,D.G., Frye,E.A., Dimitrov,K.M., Swinford,A.K., Thompson,A.C., Snevik,K.R., Suarez,D.L., Spackman,E., Lakin,S.M., C,S., Johnson,K.R., Baker,A.L., Robbe-Austerman,S., Torchetti,M.K.; Anderson,T.K.
A/dairycattle/SouthDakota/24010354002/2024	United States Department Of Agriculture, Agricultural Research Service, National Animal Disease Center		Nguyen,T., Hutter,C., Markin,A., Thomas,M., Lantz,K., Killian,M.L., Janzen,G.M., Vijendran,S., Wagle,S., Inderski,B., Magstadt,D.R., Li,G., Diel,D.G., Frye,E.A., Dimitrov,K.M., Swinford,A.K., Thompson,A.C., Snevik,K.R., Suarez,D.L., Spackman,E., Lakin,S.M., C,S., Johnson,K.R., Baker,A.L., Robbe-Austerman,S., Torchetti,M.K.; Anderson,T.K.
A/cat/SouthDakota/001/2024	"North Dakota Veterinary Diagnostic Laboratory "	University Of Pittsburgh	Chothe, Shubhada; Srinivas, Surabhi; Nallipogu, Noel; Gilbride, Elizabeth; LaBella, Lindsey; Mukherjee, Swastidipa; Misra, Sougat; Gauthier, Christian; Pecoraro, Heidi; Webb, Brett; Ramasamy, Santhamani; Pipas, James; Kuchipudi, Suresh
A/cat/SouthDakota/24011929002/2024	Usda, Aphis, Veterinary Services, Diagnostic Virology Laboratory, National Veterinary Services Laboratories		Norris,C., Tod,S., Jessica,H., Matthew,A., Kerrie,F., Mary,K., Steven,L. and Kris,L.
A/turkey/Minnesota/24014685001/2024	Usda, Aphis, Veterinary Services, Diagnostic Virology Laboratory, National Veterinary Services Laboratories		Aufderhar,M., Franzen,K., Killian,M., Lantz,K., Stuber,T., Hicks,J., Norris,C. and Lakin,S.
A/turkey/Minnesota/24014685002/2024	Usda, Aphis, Veterinary Services, Diagnostic Virology Laboratory, National Veterinary Services Laboratories		Aufderhar,M., Franzen,K., Killian,M., Lantz,K., Stuber,T., Hicks,J., Norris,C. and Lakin,S.
A/dairycow/Minnesota/24016370019/2024	Usda, Aphis, Veterinary Services, Diagnostic Virology Laboratory, National Veterinary Services Laboratories		Aufderhar,M., Franzen,K., Killian,M.L., Lantz,K., Stuber,T., Hicks,J., Norris,C. and Lakin,S.
A/dairycow/Minnesota/24016288008/2024	Usda, Aphis, Veterinary Services, Diagnostic Virology Laboratory, National Veterinary Services Laboratories		Aufderhar,M., Franzen,K., Killian,M.L., Lantz,K., Stuber,T., Hicks,J., Norris,C. and Lakin,S.
A/dairycow/Minnesota/24016288014/2024	Usda, Aphis, Veterinary Services, Diagnostic Virology Laboratory, National Veterinary Services Laboratories		Aufderhar,M., Franzen,K., Killian,M.L., Lantz,K., Stuber,T., Hicks,J., Norris,C. and Lakin,S.
A/dairycow/Minnesota/24016288001/2024	Usda, Aphis, Veterinary Services, Diagnostic Virology Laboratory, National Veterinary Services Laboratories		Aufderhar,M., Franzen,K., Killian,M.L., Lantz,K., Stuber,T., Hicks,J., Norris,C. and Lakin,S.
A/dairycow/Minnesota/24016288015/2024	Usda, Aphis, Veterinary Services, Diagnostic Virology Laboratory, National Veterinary Services Laboratories		Aufderhar,M., Franzen,K., Killian,M.L., Lantz,K., Stuber,T., Hicks,J., Norris,C. and Lakin,S.
A/dairycow/Minnesota/24016288010/2024	Usda, Aphis, Veterinary Services, Diagnostic Virology Laboratory, National Veterinary Services Laboratories		Aufderhar,M., Franzen,K., Killian,M.L., Lantz,K., Stuber,T., Hicks,J., Norris,C. and Lakin,S.
A/dairycow/Minnesota/24016511002/2024	Usda, Aphis, Veterinary Services, Diagnostic Virology Laboratory, National Veterinary Services Laboratories		Aufderhar,M., Franzen,K., Killian,M.L., Lantz,K., Stuber,T., Hicks,J., Norris,C. and Lakin,S.
A/dairycow/Minnesota/24016511005/2024	Usda, Aphis, Veterinary Services, Diagnostic Virology Laboratory, National Veterinary Services Laboratories		Aufderhar,M., Franzen,K., Killian,M.L., Lantz,K., Stuber,T., Hicks,J., Norris,C. and Lakin,S.
A/dairycow/Minnesota/24016511003/2024	Usda, Aphis, Veterinary Services, Diagnostic Virology Laboratory, National Veterinary Services Laboratories		Aufderhar,M., Franzen,K., Killian,M.L., Lantz,K., Stuber,T., Hicks,J., Norris,C. and Lakin,S.
A/dairycow/Minnesota/24016511001/2024	Usda, Aphis, Veterinary Services, Diagnostic Virology Laboratory, National Veterinary Services Laboratories		Aufderhar,M., Franzen,K., Killian,M.L., Lantz,K., Stuber,T., Hicks,J., Norris,C. and Lakin,S.
A/dairycow/Minnesota/24016288004/2024	Usda, Aphis, Veterinary Services, Diagnostic Virology Laboratory, National Veterinary Services Laboratories		Aufderhar,M., Franzen,K., Killian,M.L., Lantz,K., Stuber,T., Hicks,J., Norris,C. and Lakin,S.
A/dairycow/Minnesota/24016288003/2024	Usda, Aphis, Veterinary Services, Diagnostic Virology Laboratory, National Veterinary Services Laboratories		Aufderhar,M., Franzen,K., Killian,M.L., Lantz,K., Stuber,T., Hicks,J., Norris,C. and Lakin,S.
A/dairycow/Minnesota/24016288006/2024	Usda, Aphis, Veterinary Services, Diagnostic Virology Laboratory, National Veterinary Services Laboratories		Aufderhar,M., Franzen,K., Killian,M.L., Lantz,K., Stuber,T., Hicks,J., Norris,C. and Lakin,S.
A/dairycow/Minnesota/24016288007/2024	Usda, Aphis, Veterinary Services, Diagnostic Virology Laboratory, National Veterinary Services Laboratories		Aufderhar,M., Franzen,K., Killian,M.L., Lantz,K., Stuber,T., Hicks,J., Norris,C. and Lakin,S.
A/dairycow/Minnesota/24016511006/2024	Usda, Aphis, Veterinary Services, Diagnostic Virology Laboratory, National Veterinary Services Laboratories		Aufderhar,M., Franzen,K., Killian,M.L., Lantz,K., Stuber,T., Hicks,J., Norris,C. and Lakin,S.
A/dairycow/Minnesota/24016288012/2024	Usda, Aphis, Veterinary Services, Diagnostic Virology Laboratory, National Veterinary Services Laboratories		Aufderhar,M., Franzen,K., Killian,M.L., Lantz,K., Stuber,T., Hicks,J., Norris,C. and Lakin,S.
A/dairycow/Minnesota/24016288002/2024	Usda, Aphis, Veterinary Services, Diagnostic Virology Laboratory, National Veterinary Services Laboratories		Aufderhar,M., Franzen,K., Killian,M.L., Lantz,K., Stuber,T., Hicks,J., Norris,C. and Lakin,S.
A/dairycow/Minnesota/24016288013/2024	Usda, Aphis, Veterinary Services, Diagnostic Virology Laboratory, National Veterinary Services Laboratories		Aufderhar,M., Franzen,K., Killian,M.L., Lantz,K., Stuber,T., Hicks,J., Norris,C. and Lakin,S.
A/dairycow/Minnesota/24016370022/2024	Usda, Aphis, Veterinary Services, Diagnostic Virology Laboratory, National Veterinary Services Laboratories		Aufderhar,M., Franzen,K., Killian,M.L., Lantz,K., Stuber,T., Hicks,J., Norris,C. and Lakin,S.
A/dairycow/Minnesota/24016370020/2024	Usda, Aphis, Veterinary Services, Diagnostic Virology Laboratory, National Veterinary Services Laboratories		Aufderhar,M., Franzen,K., Killian,M.L., Lantz,K., Stuber,T., Hicks,J., Norris,C. and Lakin,S.
A/dairycow/Minnesota/24016370021/2024	Usda, Aphis, Veterinary Services, Diagnostic Virology Laboratory, National Veterinary Services Laboratories		Aufderhar,M., Franzen,K., Killian,M.L., Lantz,K., Stuber,T., Hicks,J., Norris,C. and Lakin,S.
A/dairycow/USA/24013021009/2024	Usda, Aphis, Veterinary Services, Diagnostic Virology Laboratory, National Veterinary Services Laboratories		Aufderhar,M., Franzen,K., Killian,M., Lantz,K., Stuber,T., Hicks,J., Norris,C. and Lakin,S.
A/dairycow/Idaho/W24122005910/2024	Washington Animal Disease Diagnostic Lab		Waltzek,T.B., Torrevillas,B.K., Falghoush,A.M., Wolking,R.M. and Snekvik,K.R.
A/dairycattle/Texas/24009495005/2024	United States Department Of Agriculture, Agricultural Research Service, National Animal Disease Center		Nguyen,T., Hutter,C., Markin,A., Thomas,M., Lantz,K., Killian,M.L., Janzen,G.M., Vijendran,S., Wagle,S., Inderski,B., Magstadt,D.R., Li,G., Diel,D.G., Frye,E.A., Dimitrov,K.M., Swinford,A.K., Thompson,A.C., Snevik,K.R., Suarez,D.L., Spackman,E., Lakin,S.M., C,S., Johnson,K.R., Baker,A.L., Robbe-Austerman,S., Torchetti,M.K.; Anderson,T.K.
A/dairycattle/Texas/24010514002/2024	United States Department Of Agriculture, Agricultural Research Service, National Animal Disease Center		Nguyen,T., Hutter,C., Markin,A., Thomas,M., Lantz,K., Killian,M.L., Janzen,G.M., Vijendran,S., Wagle,S., Inderski,B., Magstadt,D.R., Li,G., Diel,D.G., Frye,E.A., Dimitrov,K.M., Swinford,A.K., Thompson,A.C., Snevik,K.R., Suarez,D.L., Spackman,E., Lakin,S.M., C,S., Johnson,K.R., Baker,A.L., Robbe-Austerman,S., Torchetti,M.K.; Anderson,T.K.
A/dairycow/Michigan/24013395001/2024	Usda, Aphis, Veterinary Services, Diagnostic Virology Laboratory, National Veterinary Services Laboratories		Aufderhar,M., Franzen,K., Killian,M., Lantz,K., Stuber,T., Hicks,J., Norris,C. and Lakin,S.
A/redfox/Michigan/24013016005/2024	Usda, Aphis, Veterinary Services, Diagnostic Virology Laboratory, National Veterinary Services Laboratories		Aufderhar,M., Franzen,K., Killian,M.L., Lantz,K., Stuber,T., Hicks,J., Norris,C. and Lakin,S.
A/dairycattle/Michigan/24010071001/2024	United States Department Of Agriculture, Agricultural Research Service, National Animal Disease Center		Nguyen,T., Hutter,C., Markin,A., Thomas,M., Lantz,K., Killian,M.L., Janzen,G.M., Vijendran,S., Wagle,S., Inderski,B., Magstadt,D.R., Li,G., Diel,D.G., Frye,E.A., Dimitrov,K.M., Swinford,A.K., Thompson,A.C., Snevik,K.R., Suarez,D.L., Spackman,E., Lakin,S.M., C,S., Johnson,K.R., Baker,A.L., Robbe-Austerman,S., Torchetti,M.K.; Anderson,T.K.
A/dairycattle/Texas/24010513002/2024	United States Department Of Agriculture, Agricultural Research Service, National Animal Disease Center		Nguyen,T., Hutter,C., Markin,A., Thomas,M., Lantz,K., Killian,M.L., Janzen,G.M., Vijendran,S., Wagle,S., Inderski,B., Magstadt,D.R., Li,G., Diel,D.G., Frye,E.A., Dimitrov,K.M., Swinford,A.K., Thompson,A.C., Snevik,K.R., Suarez,D.L., Spackman,E., Lakin,S.M., C,S., Johnson,K.R., Baker,A.L., Robbe-Austerman,S., Torchetti,M.K.; Anderson,T.K.
A/dairycattle/Michigan/24010071008/2024	United States Department Of Agriculture, Agricultural Research Service, National Animal Disease Center		Nguyen,T., Hutter,C., Markin,A., Thomas,M., Lantz,K., Killian,M.L., Janzen,G.M., Vijendran,S., Wagle,S., Inderski,B., Magstadt,D.R., Li,G., Diel,D.G., Frye,E.A., Dimitrov,K.M., Swinford,A.K., Thompson,A.C., Snevik,K.R., Suarez,D.L., Spackman,E., Lakin,S.M., C,S., Johnson,K.R., Baker,A.L., Robbe-Austerman,S., Torchetti,M.K.; Anderson,T.K.
A/turkey/Michigan/24012707001/2024	Usda, Aphis, Veterinary Services, Diagnostic Virology Laboratory, National Veterinary Services Laboratories		Aufderhar,M., Franzen,K., Killian,M., Lantz,K., Stuber,T., Hicks,J., Norris,C. and Lakin,S.
A/dairycattle/NorthCarolina/24010327003/2024	United States Department Of Agriculture, Agricultural Research Service, National Animal Disease Center		T.,Nguyen; C.,Hutter; A.,Markin; M.,Thomas; K.,Lantz; M.L.,Killian; G.M.,Janzen; S.,Vijendran; S.,Wagle; B.,Inderski; D.R.,Magstadt; G.,Li; D.G.,Diel; E.A.,Frye; K.M.,Dimitrov; A.K.,Swinford; A.C.,Thompson; K.R.,Snevik; D.L.,Suarez; E.,Spackman; S.M.,Lakin; S.,C; K.R.,Johnson; A.L.,Baker; Robbe-S.,Austerman; M.K.,Torchetti; T.K.,Anderson
A/dairycattle/Texas/24009110020/2024	United States Department Of Agriculture, Agricultural Research Service, National Animal Disease Center		Nguyen,T., Hutter,C., Markin,A., Thomas,M., Lantz,K., Killian,M.L., Janzen,G.M., Vijendran,S., Wagle,S., Inderski,B., Magstadt,D.R., Li,G., Diel,D.G., Frye,E.A., Dimitrov,K.M., Swinford,A.K., Thompson,A.C., Snevik,K.R., Suarez,D.L., Spackman,E., Lakin,S.M., C,S., Johnson,K.R., Baker,A.L., Robbe-Austerman,S., Torchetti,M.K.; Anderson,T.K.
A/chicken/Michigan/24010651001/2024	Usda, Aphis, Veterinary Services, Diagnostic Virology Laboratory, National Veterinary Services Laboratories		Aufderhar,M., Franzen,K., Killian,M.L., Lantz,K., Stuber,T., Hicks,J., Norris,C. and Lakin,S.
A/dairycattle/Texas/24009776002/2024	United States Department Of Agriculture, Agricultural Research Service, National Animal Disease Center		Nguyen,T., Hutter,C., Markin,A., Thomas,M., Lantz,K., Killian,M.L., Janzen,G.M., Vijendran,S., Wagle,S., Inderski,B., Magstadt,D.R., Li,G., Diel,D.G., Frye,E.A., Dimitrov,K.M., Swinford,A.K., Thompson,A.C., Snevik,K.R., Suarez,D.L., Spackman,E., Lakin,S.M., C,S., Johnson,K.R., Baker,A.L., Robbe-Austerman,S., Torchetti,M.K.; Anderson,T.K.
A/turkey/Iowa/24016003002/2024	Usda, Aphis, Veterinary Services, Diagnostic Virology Laboratory, National Veterinary Services Laboratories		Aufderhar,M., Franzen,K., Killian,M.L., Lantz,K., Stuber,T., Hicks,J., Norris,C. and Lakin,S.
A/turkey/Iowa/24016003001/2024	Usda, Aphis, Veterinary Services, Diagnostic Virology Laboratory, National Veterinary Services Laboratories		Aufderhar,M., Franzen,K., Killian,M.L., Lantz,K., Stuber,T., Hicks,J., Norris,C. and Lakin,S.
A/dairycattle/NewMexico/24009309002/2024	United States Department Of Agriculture, Agricultural Research Service, National Animal Disease Center		Nguyen,T., Hutter,C., Markin,A., Thomas,M., Lantz,K., Killian,M.L., Janzen,G.M., Vijendran,S., Wagle,S., Inderski,B., Magstadt,D.R., Li,G., Diel,D.G., Frye,E.A., Dimitrov,K.M., Swinford,A.K., Thompson,A.C., Snevik,K.R., Suarez,D.L., Spackman,E., Lakin,S.M., C,S., Johnson,K.R., Baker,A.L., Robbe-Austerman,S., Torchetti,M.K.; Anderson,T.K.
A/dairycattle/NewMexico/24009309001/2024	United States Department Of Agriculture, Agricultural Research Service, National Animal Disease Center		Nguyen,T., Hutter,C., Markin,A., Thomas,M., Lantz,K., Killian,M.L., Janzen,G.M., Vijendran,S., Wagle,S., Inderski,B., Magstadt,D.R., Li,G., Diel,D.G., Frye,E.A., Dimitrov,K.M., Swinford,A.K., Thompson,A.C., Snevik,K.R., Suarez,D.L., Spackman,E., Lakin,S.M., C,S., Johnson,K.R., Baker,A.L., Robbe-Austerman,S., Torchetti,M.K.; Anderson,T.K.
A/cat/USA/24011659004/2024	Usda, Aphis, Veterinary Services, Diagnostic Virology Laboratory, National Veterinary Services Laboratories		Aufderhar,M., Franzen,K., Killian,M., Lantz,K., Stuber,T., Hicks,J., Norris,C. and Lakin,S.
A/cat/USA/24011659003/2024	Usda, Aphis, Veterinary Services, Diagnostic Virology Laboratory, National Veterinary Services Laboratories		Aufderhar,M., Franzen,K., Killian,M., Lantz,K., Stuber,T., Hicks,J., Norris,C. and Lakin,S.
A/chicken/Texas/24007264001/2024	United States Department Of Agriculture, Agricultural Research Service, National Animal Disease Center	United States Department Of Agriculture, Agricultural Research Service, National Animal Disease Center	T.,Nguyen; C.,Hutter; A.,Markin; M.,Thomas; K.,Lantz; M.L.,Killian; G.M.,Janzen; S.,Vijendran; S.,Wagle; B.,Inderski; D.R.,Magstadt; G.,Li; D.G.,Diel; E.A.,Frye; K.M.,Dimitrov; A.K.,Swinford; A.C.,Thompson; K.R.,Snevik; D.L.,Suarez; E.,Spackman; S.M.,Lakin; S.,C; K.R.,Johnson; A.L.,Baker; Robbe-S.,Austerman; M.K.,Torchetti; Anderson,T.K.
A/chicken/Texas/24007264003/2024	United States Department Of Agriculture, Agricultural Research Service, National Animal Disease Center	National Veterinary Services Laboratories   Usda	T.,Nguyen; C.,Hutter; A.,Markin; M.,Thomas; K.,Lantz; M.L.,Killian; G.M.,Janzen; S.,Vijendran; S.,Wagle; B.,Inderski; D.R.,Magstadt; G.,Li; D.G.,Diel; E.A.,Frye; K.M.,Dimitrov; A.K.,Swinford; A.C.,Thompson; K.R.,Snevik; D.L.,Suarez; E.,Spackman; S.M.,Lakin; S.,C; K.R.,Johnson; A.L.,Baker; Robbe-S.,Austerman; M.K.,Torchetti; Anderson,T.K.
A/dairycattle/Kansas/24009497012/2024	United States Department Of Agriculture, Agricultural Research Service, National Animal Disease Center		T.,Nguyen; C.,Hutter; A.,Markin; M.,Thomas; K.,Lantz; M.L.,Killian; G.M.,Janzen; S.,Vijendran; S.,Wagle; B.,Inderski; D.R.,Magstadt; G.,Li; D.G.,Diel; E.A.,Frye; K.M.,Dimitrov; A.K.,Swinford; A.C.,Thompson; K.R.,Snevik; D.L.,Suarez; E.,Spackman; S.M.,Lakin; S.,C; K.R.,Johnson; A.L.,Baker; Robbe-S.,Austerman; M.K.,Torchetti; Anderson,T.K.
A/dairycattle/Kansas/24009497004/2024	United States Department Of Agriculture, Agricultural Research Service, National Animal Disease Center		Nguyen,T., Hutter,C., Markin,A., Thomas,M., Lantz,K., Killian,M.L., Janzen,G.M., Vijendran,S., Wagle,S., Inderski,B., Magstadt,D.R., Li,G., Diel,D.G., Frye,E.A., Dimitrov,K.M., Swinford,A.K., Thompson,A.C., Snevik,K.R., Suarez,D.L., Spackman,E., Lakin,S.M., C,S., Johnson,K.R., Baker,A.L., Robbe-Austerman,S., Torchetti,M.K.; Anderson,T.K.
A/dairycow/USA/24012377002/2024	Usda, Aphis, Veterinary Services, Diagnostic Virology Laboratory, National Veterinary Services Laboratories		Aufderhar,M., Franzen,K., Killian,M., Lantz,K., Stuber,T., Hicks,J., Norris,C. and Lakin,S.
A/dairycow/USA/24012377003/2024	Usda, Aphis, Veterinary Services, Diagnostic Virology Laboratory, National Veterinary Services Laboratories		Aufderhar,M., Franzen,K., Killian,M., Lantz,K., Stuber,T., Hicks,J., Norris,C. and Lakin,S.
A/dairycattle/Texas/24009109003/2024	United States Department Of Agriculture, Agricultural Research Service, National Animal Disease Center		T.,Nguyen; C.,Hutter; A.,Markin; M.,Thomas; K.,Lantz; M.L.,Killian; G.M.,Janzen; S.,Vijendran; S.,Wagle; B.,Inderski; D.R.,Magstadt; G.,Li; D.G.,Diel; E.A.,Frye; K.M.,Dimitrov; A.K.,Swinford; A.C.,Thompson; K.R.,Snevik; D.L.,Suarez; E.,Spackman; S.M.,Lakin; S.,C; K.R.,Johnson; A.L.,Baker; Robbe-S.,Austerman; M.K.,Torchetti; Anderson,T.K.
A/swine/Kansas/ExpPig61OP1DPI/2024	University Of Wisconsin, School Of Veterinary Medicine, Pathobiological Sciences		Kwon,T., Trujillo,J.D., Carossino,M., Machkovech,H.M., Cool,K., Lim Lyoo,E., Singh,G., Kafle,S., Elango,S., Govindsamy,G., Wei,W., Minor,N., Matias-Ferreyra,F.S., Morozov,I., Gaudreault,N., Balasuriya,U.B.R., Hensley,L., Diel,D.G., Ma,W., Friedrich,T.C. and Richt,J.A.
A/swine/Kansas/ExpPig51AL5DPI/2024	University Of Wisconsin, School Of Veterinary Medicine, Pathobiological Sciences		Kwon,T., Trujillo,J.D., Carossino,M., Machkovech,H.M., Cool,K., Lim Lyoo,E., Singh,G., Kafle,S., Elango,S., Govindsamy,G., Wei,W., Minor,N., Matias-Ferreyra,F.S., Morozov,I., Gaudreault,N., Balasuriya,U.B.R., Hensley,L., Diel,D.G., Ma,W., Friedrich,T.C. and Richt,J.A.
A/dairycow/Texas/BIMD027/2024	Broad Institute Genomic Center For Infectious Diseases		Messer,K., Gnirke,A., McMahon,K., Gomez,M., Stetson,L., Stachler,E., Hill,T., Hill,S., Knoll,H., Curtis,E., Samani,P., Wewior,N., Vuyk,W., O'Connor,D., Brown,C., Madoff,L., Wohl,S., Ozonoff,A., Park,D., MacInnis,B. and Sabeti,P.
A/dairycow/Texas/24015975005/2024	Usda, Aphis, Veterinary Services, Diagnostic Virology Laboratory, National Veterinary Services Laboratories		Aufderhar,M., Franzen,K., Killian,M.L., Lantz,K., Stuber,T., Hicks,J., Norris,C. and Lakin,S.
A/dairycow/Texas/24015975002/2024	Usda, Aphis, Veterinary Services, Diagnostic Virology Laboratory, National Veterinary Services Laboratories		Aufderhar,M., Franzen,K., Killian,M.L., Lantz,K., Stuber,T., Hicks,J., Norris,C. and Lakin,S.
A/dairycow/Texas/24016191001/2024	Usda, Aphis, Veterinary Services, Diagnostic Virology Laboratory, National Veterinary Services Laboratories		Aufderhar,M., Franzen,K., Killian,M.L., Lantz,K., Stuber,T., Hicks,J., Norris,C. and Lakin,S.
A/dairycow/Texas/BIME034/2024	Broad Institute Genomic Center For Infectious Diseases		Messer,K., Gnirke,A., McMahon,K., Gomez,M., Stetson,L., Stachler,E., Hill,T., Hill,S., Knoll,H., Curtis,E., Samani,P., Wewior,N., Vuyk,W., O'Connor,D., Brown,C., Madoff,L., Wohl,S., Ozonoff,A., Park,D., MacInnis,B. and Sabeti,P.
A/dairycattle/Texas/24009028019/2024	United States Department Of Agriculture, Agricultural Research Service, National Animal Disease Center		Nguyen,T., Hutter,C., Markin,A., Thomas,M., Lantz,K., Killian,M.L., Janzen,G.M., Vijendran,S., Wagle,S., Inderski,B., Magstadt,D.R., Li,G., Diel,D.G., Frye,E.A., Dimitrov,K.M., Swinford,A.K., Thompson,A.C., Snevik,K.R., Suarez,D.L., Spackman,E., Lakin,S.M., C,S., Johnson,K.R., Baker,A.L., Robbe-Austerman,S., Torchetti,M.K.; Anderson,T.K.
